"Sending Domain","Date","DateGroup","Sent","Delivered","Opens","Clicks","Unsubscribes","Disabled","Revenue","Complaints","Blocks","Hard Bounces","Soft Bounces","Raw Opens","Raw Clicks","Raw Unsubscribes","Raw Complaints","Raw Disabled"
"flagjobscenter.com","2025-11-25","11/25","70143","70142","34586","798","333","1","92.09440007247","0","0","1","0","49012","1435","345","0","1"
"ca2.jbe.best-jobs-online.com","2025-11-30","11/30","70141","70137","30702","440","320","4","45.23739977181","0","0","4","0","47065","809","333","0","4"
"jobconduit.com","2026-01-18","01/18","70134","70134","30166","593","542","0","79.988600482699","280","0","0","0","40983","935","564","280","0"
"email-getarealcareer.com","2025-11-10","11/10","70128","70087","37823","1565","828","41","252.19900059747","231","0","10","31","64433","2436","876","231","41"
"flagjobscenter.com","2026-01-20","01/20","70074","70073","34648","1022","594","1","115.66479981598","114","0","1","0","50274","1581","633","114","1"
"jobconduit.com","2026-01-25","01/25","70047","70043","32226","728","829","4","97.293400067836","336","0","3","1","44037","1165","871","336","4"
"jobconduit.com","2025-12-24","12/24","70037","70037","26675","552","502","0","73.525899606757","164","0","0","0","35783","927","528","164","0"
"jobicorn.com","2025-12-23","12/23","70071","70030","15727","949","55","41","82.478499591816","151","0","2","39","25026","1522","100","151","41"
"email-auxsy.com","2026-02-10","02/10","70025","70025","31141","1345","772","0","277.81910044886","0","0","0","0","53290","2279","810","0","0"
"flagjobscenter.com","2025-11-26","11/26","70025","70024","34882","811","408","1","92.395599348471","169","0","1","0","49273","1367","428","169","1"
"email-auxsy.com","2026-02-09","02/09","69987","69986","32479","1335","755","1","315.27189909667","0","0","1","0","55169","2249","795","0","1"
"ca3.jbe.best-jobs-online.com","2025-12-01","12/01","69949","69949","37308","662","437","0","83.452399224043","0","0","0","0","61240","1111","443","0","0"
"jobicorn.com","2025-12-22","12/22","69961","69927","16147","1054","47","34","93.649899696","152","0","0","34","25580","1625","59","152","34"
"flagjobscenter.com","2026-01-23","01/23","69926","69926","34446","884","581","0","91.644700055942","57","0","0","0","49110","1433","604","57","0"
"animatedjob.net","2025-11-25","11/25","69914","69914","31654","666","479","0","49.679700182751","0","0","0","0","45197","1140","492","0","0"
"ca2.jbe.best-jobs-online.com","2025-12-01","12/01","69906","69904","32103","513","399","2","59.545199885964","0","0","2","0","52119","788","408","0","2"
"za.jbe.best-jobs-online.com","2025-11-26","11/26","69895","69878","10927","958","531","17","13.396999897435","0","0","11","6","17474","1596","569","0","17"
"benevolentemployer.net","2025-11-19","11/19","69878","69877","29036","1354","804","1","100.65579942614","182","0","0","1","43383","2164","832","182","1"
"jobconduit.com","2026-02-05","02/05","69866","69865","30837","606","632","1","80.465199847706","336","0","1","0","43595","897","657","336","1"
"ca.jbe.best-jobs-online.com","2025-11-30","11/30","69860","69857","30046","435","274","3","38.621899899095","0","0","3","0","45526","770","281","0","3"
"za2.jbe.best-jobs-online.com","2025-11-25","11/25","69859","69845","11659","1181","451","14","15.12649976369","0","0","13","1","18493","1873","479","0","14"
"jobconduit.com","2026-01-17","01/17","69823","69821","26461","527","476","2","64.619999574497","166","0","1","1","35683","884","498","166","2"
"jobconduit.com","2026-01-27","01/27","69814","69812","33553","723","827","2","100.25669997744","332","0","0","2","47546","1072","884","332","2"
"animatedjob.net","2025-11-23","11/23","69808","69807","30439","539","367","1","40.619200102054","95","0","0","1","42557","930","387","95","1"
"flagjobscenter.com","2025-11-16","11/16","69808","69805","34291","605","237","3","62.159700024873","0","0","2","1","47011","967","248","0","3"
"animatedjob.net","2026-01-13","01/13","69780","69779","32000","800","581","1","63.213999798521","199","0","1","0","45718","1211","614","199","1"
"ca3.jbe.best-jobs-online.com","2025-12-02","12/02","69777","69777","37806","628","391","0","82.038799621165","0","0","0","0","60785","1135","406","0","0"
"jobconduit.com","2026-02-10","02/10","69752","69752","33592","664","741","0","102.764100153","0","0","0","0","47138","1076","989","0","0"
"za3.jbe.best-jobs-online.com","2025-11-20","11/20","69745","69745","13729","1474","439","0","18.085699767806","0","0","0","0","22210","2569","467","0","0"
"za2.jbe.best-jobs-online.com","2025-11-20","11/20","69733","69724","11194","1097","366","9","11.233899919316","0","0","8","1","17766","1727","391","0","9"
"jobconduit.com","2026-01-30","01/30","69723","69722","33415","607","763","1","101.85350014456","282","0","1","0","46739","1007","793","282","1"
"ca2.jbe.best-jobs-online.com","2025-12-02","12/02","69722","69717","31703","521","354","5","54.121300043538","0","0","5","0","50520","820","368","0","5"
"animatedjob.net","2026-01-12","01/12","69714","69713","32047","904","619","1","68.684800546151","351","0","1","0","45891","1362","815","351","1"
"ca.jbe.best-jobs-online.com","2025-12-01","12/01","69718","69704","31163","541","390","14","60.729699932039","0","0","13","1","50018","840","398","0","14"
"jobconduit.com","2026-01-28","01/28","69689","69689","34671","687","681","0","91.65230054222","221","0","0","0","48833","1045","712","221","0"
"email-getarealcareer.com","2025-11-11","11/11","69685","69672","38254","1628","821","13","263.30029988475","231","0","13","0","63478","2715","873","231","13"
"benevolentemployer.net","2025-11-21","11/21","69674","69672","27190","1159","806","2","98.738099848386","309","0","2","0","40077","1837","842","309","2"
"ca3.jbe.best-jobs-online.com","2025-12-03","12/03","69669","69669","37435","608","437","0","74.718600556254","0","0","0","0","59688","1148","446","0","0"
"flagjobscenter.com","2025-11-24","11/24","69666","69666","34750","769","383","0","88.25829951698","112","0","0","0","49919","1344","408","112","0"
"animatedjob.net","2025-11-26","11/26","69620","69619","32793","692","431","1","47.666699779686","94","0","1","0","46008","1101","456","94","1"
"benevolentemployer.net","2025-11-20","11/20","69615","69614","28416","1297","827","1","108.77110015182","246","0","0","1","42163","2047","862","246","1"
"jobconduit.com","2026-02-03","02/03","69609","69608","35107","701","657","1","93.376200359315","0","0","1","0","49476","1074","681","0","1"
"ca2.jbe.best-jobs-online.com","2025-12-03","12/03","69614","69607","31561","533","400","7","52.856900341809","0","0","7","0","49881","878","414","0","7"
"email-getarealcareer.com","2025-12-17","12/17","69609","69603","29250","1528","653","6","206.59429968521","172","0","6","0","48443","2410","686","172","6"
"jobconduit.com","2025-12-25","12/25","69602","69602","26383","522","486","0","77.797499952838","211","0","0","0","34732","826","535","211","0"
"za2.jbe.best-jobs-online.com","2025-11-23","11/23","69604","69595","9183","922","305","9","10.28639993025","0","0","9","0","14120","1649","324","0","9"
"jobicorn.com","2025-12-24","12/24","69624","69579","14763","803","35","45","73.931999965105","151","0","5","40","23466","1400","49","151","45"
"ca.jbe.best-jobs-online.com","2025-12-02","12/02","69582","69577","31493","517","367","5","62.367099769413","0","0","5","0","49544","863","376","0","5"
"animatedjob.net","2026-01-14","01/14","69568","69567","31544","829","543","1","69.177400102839","102","0","1","0","45156","1307","592","102","1"
"jobconduit.com","2026-01-29","01/29","69544","69544","34758","677","748","0","96.720300029032","0","0","0","0","48870","989","776","0","0"
"jobconduit.com","2026-01-16","01/16","69522","69520","24014","608","506","2","85.110000316054","111","0","2","0","33273","881","538","111","2"
"ca3.jbe.best-jobs-online.com","2025-12-04","12/04","69514","69514","31199","603","390","0","84.252700150013","0","0","0","0","49475","1190","400","0","0"
"flagjobscenter.com","2026-02-04","02/04","69489","69489","34916","974","553","0","113.06399954855","59","0","0","0","50299","1520","577","59","0"
"ca.jbe.best-jobs-online.com","2025-12-03","12/03","69486","69474","32055","493","405","12","54.421500221826","0","0","5","7","49674","829","418","0","12"
"ca2.jbe.best-jobs-online.com","2025-12-04","12/04","69472","69470","26599","527","367","2","63.095600381494","0","0","2","0","42227","889","376","0","2"
"za2.jbe.best-jobs-online.com","2025-11-22","11/22","69475","69467","8635","823","662","8","11.701899809763","0","0","8","0","13189","1447","681","0","8"
"email-getarealcareer.com","2025-11-22","11/22","69478","69465","31869","1235","730","13","217.24230164383","232","0","13","0","52642","2166","784","232","13"
"email-getarealcareer.com","2025-11-28","11/28","69465","69447","33917","1266","689","18","171.82039839216","346","0","17","1","56143","2016","728","346","18"
"animatedjob.net","2025-12-07","12/07","69445","69444","30694","721","396","1","63.278599977493","192","0","1","0","43028","1242","411","192","1"
"email-getarealcareer.com","2025-11-21","11/21","69450","69439","34025","1378","812","11","224.64929994382","290","0","10","1","57280","2185","851","290","11"
"email-getarealcareer.com","2025-12-12","12/12","69442","69430","28080","1356","654","12","200.18349911273","232","0","12","0","46789","2160","694","232","12"
"jobguide360.com","2026-01-11","01/11","69435","69430","14159","897","413","5","123.04880062863","595","0","4","1","19526","1638","457","595","5"
"email-getarealcareer.com","2025-11-23","11/23","69436","69429","32471","1314","717","7","215.52140072826","289","0","7","0","53137","2290","767","289","7"
"za.jbe.best-jobs-online.com","2025-11-25","11/25","69425","69415","11108","1026","426","10","14.766199837439","0","0","10","0","17580","1739","450","0","10"
"ca3.jbe.best-jobs-online.com","2025-12-05","12/05","69406","69406","29720","557","255","0","68.03220063448","0","0","0","0","46258","1140","268","0","0"
"email-getarealcareer.com","2025-11-27","11/27","69415","69401","35176","1403","728","14","214.29649712681","0","0","14","0","58782","2355","761","0","14"
"za2.jbe.best-jobs-online.com","2025-11-24","11/24","69403","69396","11152","1111","448","7","10.889300121926","0","0","7","0","17589","1801","474","0","7"
"ca.jbe.best-jobs-online.com","2025-12-04","12/04","69387","69381","26104","474","392","6","63.446600064635","0","0","6","0","41030","882","407","0","6"
"za3.jbe.best-jobs-online.com","2025-11-28","11/28","69364","69364","11506","886","400","0","11.897399859503","0","0","0","0","18469","1392","421","0","0"
"jobicorn.com","2025-12-25","12/25","69407","69362","13890","756","15","45","59.775999778416","50","0","2","43","21446","1247","25","50","45"
"ca3.jbe.best-jobs-online.com","2025-12-06","12/06","69337","69337","29590","507","381","0","68.842399463058","0","0","0","0","44906","1019","390","0","0"
"animatedjob.net","2026-01-11","01/11","69334","69331","27604","636","478","3","45.889800062403","147","0","2","1","37312","1015","502","147","3"
"flagjobscenter.com","2026-01-31","01/31","69317","69317","31832","656","549","0","77.946099650115","0","0","0","0","43644","1083","578","0","0"
"ca2.jbe.best-jobs-online.com","2025-12-05","12/05","69313","69310","25064","428","254","3","57.450500354171","0","0","3","0","38731","784","266","0","3"
"jobicorn.com","2026-01-13","01/13","69352","69310","27311","1831","63","42","139.66229984351","266","0","1","41","44588","3002","82","266","42"
"flagjobscenter.com","2026-01-21","01/21","69304","69303","34496","980","676","1","111.15939993225","0","0","1","0","50298","1539","709","0","1"
"email-auxsy.com","2026-01-27","01/27","69297","69297","30728","1464","989","0","332.90000107512","535","0","0","0","52412","2547","1057","535","0"
"jobconduit.com","2026-02-04","02/04","69297","69297","34157","690","667","0","99.01650021784","224","0","0","0","48291","1054","691","224","0"
"ca2.jbe.best-jobs-online.com","2025-12-06","12/06","69290","69286","24971","458","399","4","51.975699454546","0","0","4","0","37789","877","410","0","4"
"email-auxsy.com","2026-01-03","01/03","69271","69271","24774","1172","533","0","264.72240214655","604","0","0","0","40852","2048","567","604","0"
"jobconduit.com","2026-01-22","01/22","69271","69270","29810","611","832","1","70.198300246149","343","0","0","1","42273","959","863","343","1"
"za.jbe.best-jobs-online.com","2025-11-23","11/23","69265","69259","8705","753","292","6","9.3445999547839","0","0","6","0","13325","1293","303","0","6"
"jobconduit.com","2026-02-01","02/01","69247","69247","33188","581","597","0","96.017700526863","163","0","0","0","45676","1017","614","163","0"
"email-getarealcareer.com","2025-11-26","11/26","69247","69238","35338","1454","876","9","230.7150988169","290","0","8","1","59262","2366","918","290","9"
"email-getarealcareer.com","2025-11-25","11/25","69239","69228","34622","1417","848","11","230.37910081632","0","0","11","0","58677","2369","888","0","11"
"flagjobscenter.com","2026-01-29","01/29","69216","69214","33746","847","561","2","106.74909975566","0","0","2","0","48399","1283","583","0","2"
"ca3.jbe.best-jobs-online.com","2025-12-08","12/08","69210","69210","30679","630","239","0","90.295599859208","0","0","0","0","49015","1163","252","0","0"
"flagjobscenter.com","2026-01-24","01/24","69200","69200","33550","779","458","0","90.294699536636","113","0","0","0","46373","1274","477","113","0"
"email-getarealcareer.com","2025-11-24","11/24","69222","69191","33960","1547","790","31","252.51439971523","405","0","15","16","57365","2454","849","405","31"
"email-getarealcareer.com","2025-11-12","11/12","69201","69189","38075","1577","827","12","265.3818994239","0","0","11","1","64599","2603","886","0","12"
"email-getarealcareer.com","2025-11-20","11/20","69201","69181","35347","1431","864","20","232.76499875449","291","0","17","3","60540","2188","926","291","20"
"animatedjob.net","2025-11-24","11/24","69175","69175","31437","627","410","0","45.550000042189","98","0","0","0","45042","1082","464","98","0"
"ca3.jbe.best-jobs-online.com","2025-12-07","12/07","69167","69167","30225","547","274","0","68.155599974096","0","0","0","0","45295","922","283","0","0"
